Row,FICE,Name,Postal,Indicator,Average Math SAT Score,Average Verbal SAT Score,Average Combined SAT Score,Average ACT Score,First Quartile Math SAT,Third Quarter Math SAT,First Quartile Verbal SAT,Third Quartile Verbal SAT,First Quartile ACT,Third Quartile ACT,Number of Applications Received,Number of Applicants Accepted,Number of New Students Enrolled,Top 10 percent HS,Top 25 percent HS,Number of Fulltime Undergrad,Number of Parttime Undergrad,In-State Tuition,Out-State Tuition,Room and Board Costs,Room Costs,Board Costs,Additional Fees,Estimated Book Costs,Estimated Personal Spending,Percent of Faculty with Ph.D,Percent of Faculty with Terminal Degree,Student Faculty Ratio,Percent Alumni Donate,Instructional Expenditure per Student,Graduation Rate
457,2183,Bridgewater State College,MA,1,482,441,923,NaN,425,520,390,480,NaN,NaN,4915,3340,1064,4,21,5356,1502,1408,5542,3991,2291,1700,2014,500,1750,73,74,17.1,NaN,4666,51
458,2184,Fitchburg State College,MA,1,467,424,891,NaN,410,510,370,460,NaN,NaN,2857,2090,577,5,20,2879,1412,1408,5542,4030,2330,1700,1826,450,1555,NaN,NaN,14.7,26,4861,57
459,2185,Framingham State College,MA,1,474,437,911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4141,2316,586,7,28,3248,1969,1380,5244,3366,2110,1256,1796,500,600,68,68,21.2,NaN,NaN,NaN
460,2187,North Adams State College,MA,1,470,427,897,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1563,1005,240,1,19,1380,136,1408,5542,4330,2400,1930,2147,500,1000,65,71,14.2,17,6562,57
461,2188,Salem State College,MA,1,416,386,802,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3973,3168,1334,NaN,NaN,5625,3416,1408,5542,3514,1564,1950,1650,375,650,55,58,21,15,4386,45
462,2189,Westfield State College,MA,1,460,420,880,NaN,400,500,400,400,NaN,NaN,3100,2150,825,3,20,3234,941,1408,5542,3788,2600,1188,1746,500,1300,75,79,15.7,20,4222,65
463,2190,Worcester State College,MA,1,436,400,832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2197,1515,543,4,26,3089,2029,2663,6797,3900,2660,1240,1255,500,1200,60,60,21,14,4469,40
464,2192,Mount Holyoke College,MA,2,571,549,1120,27,535,635,480,605,NaN,NaN,1800,1314,526,47,79,1891,40,19300,19300,5700,2800,2900,735,750,750,79,91,9,51,18359,84
465,2193,Mount Ida College,MA,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4750,4041,795,NaN,NaN,1501,334,9810,9810,6890,6890,NaN,290,300,NaN,32,69,13.5,3,5025,77
466,2197,Nichols College,MA,2,437,377,814,NaN,380,500,330,420,NaN,NaN,780,702,218,6,21,707,693,9744,9744,5624,2812,2812,200,400,1000,83,83,27.7,NaN,NaN,NaN
467,2199,Northeastern University,MA,2,531,467,998,23,460,600,410,520,20,26,11901,8492,2517,16,42,11160,10221,13380,13380,7425,3990,3435,186,600,1750,73,82,12.9,17,9563,46
468,2201,Pine Manor College,MA,2,391,373,764,20,320,450,330,420,17,23,354,323,125,NaN,10,372,28,15190,15190,6480,3240,3240,675,400,500,46,71,8.9,26,14795,67
469,2206,Regis College,MA,2,452,429,881,NaN,NaN,NaN,NaN,NaN,NaN,NaN,427,385,143,18,38,581,533,12700,12700,5800,5800,NaN,275,450,700,81,85,10.3,37,11758,84
470,2208,Simmons College,MA,2,480,460,940,24,420,550,410,550,22,26,1003,782,295,23,53,1144,160,16160,16160,6950,NaN,NaN,518,500,1200,74,81,8.9,33,14086,79
471,2209,Smith College,MA,2,NaN,NaN,NaN,NaN,550,650,520,630,25,30,2925,1598,632,51,88,2479,95,18820,18820,6390,NaN,NaN,163,500,1050,85,97,10.3,44,21199,90
472,2210,University of Massachusetts at Dartmouth,MA,1,482,423,905,NaN,417,550,373,481,NaN,NaN,3347,2597,1006,10,37,4664,1630,1836,6919,4500,NaN,NaN,1999,500,1250,74,90,15,20,7462,56
473,2211,Springfield College,MA,2,480,420,900,NaN,420,540,380,470,NaN,NaN,1888,1347,519,NaN,NaN,2160,131,9438,9438,4300,2100,2200,432,NaN,NaN,55,59,12.8,NaN,NaN,76
474,2217,Stonehill College,MA,2,530,480,1010,NaN,480,580,440,520,NaN,NaN,3646,2300,585,25,69,2022,926,12170,12170,6172,NaN,NaN,275,480,800,79,79,13,30,7495,97
475,2218,Suffolk University,MA,2,447,407,854,NaN,380,520,350,470,NaN,NaN,1247,980,356,11,32,2207,814,10584,10584,NaN,NaN,NaN,60,500,2400,95,95,13.3,15,9336,60
476,2219,Tufts University,MA,2,NaN,NaN,NaN,NaN,610,700,540,630,NaN,NaN,7614,3605,1205,60,90,4598,NaN,19701,19701,5968,3038,2930,503,600,928,99,100,10.3,22,18981,92
477,2221,University of Massachusetts at Amherst,MA,1,NaN,NaN,NaN,NaN,460,590,410,520,NaN,NaN,14438,12414,3816,12,39,16282,1940,2220,8566,3897,1712,2185,3247,500,1400,88,92,16.7,15,10276,68
478,2222,University of Massachusetts at Boston,MA,1,468,427,895,NaN,410,520,370,490,NaN,NaN,2237,1495,800,10,29,6034,4954,2220,8568,NaN,NaN,NaN,2028,560,1221,86,88,14.5,10,10132,41
479,2224,Wellesley College,MA,2,630,600,1230,NaN,580,690,550,660,NaN,NaN,2895,1249,579,80,96,2195,156,18345,18345,5995,3055,2940,360,500,700,94,98,10.6,51,21409,91
480,2226,Western New England College,MA,2,447,390,837,NaN,380,510,340,440,NaN,NaN,1650,1471,409,7,21,1803,1116,8994,8994,5500,5500,NaN,800,498,2065,74,97,15.4,15,8409,59
481,2227,Wheaton College,MA,2,550,530,1080,24,500,600,490,580,22,27,1738,1373,417,21,55,1335,30,18460,18460,5970,2900,3070,120,700,850,92,96,13.2,41,22704,71
482,2228,Wheelock College,MA,2,438,415,853,NaN,360,500,340,460,NaN,NaN,399,335,161,NaN,25,736,29,13472,13472,5528,5528,NaN,NaN,400,NaN,74,74,9.6,40,12113,74
483,2229,Williams College,MA,2,NaN,NaN,NaN,NaN,650,740,600,710,29,32,4186,1245,526,81,96,1988,29,19629,19629,5790,2855,2935,141,500,1200,94,99,9,64,22014,99
484,2233,Worcester Polytechnic Institute,MA,2,660,540,1200,28,600,700,490,590,NaN,NaN,2768,2314,682,49,86,2802,86,15884,15884,5370,2790,2580,346,530,730,92,94,15.2,34,10774,82
485,4661,Hampshire College,MA,2,555,556,1111,NaN,490,640,490,620,NaN,NaN,1342,998,309,26,56,1079,NaN,20655,20655,5475,2000,3475,690,375,450,79,79,11.4,24,14276,62
486,9645,Simon's Rock College of Bard,MA,2,597,574,1171,NaN,520,690,510,650,NaN,NaN,300,171,132,NaN,NaN,303,3,16900,16900,5620,2880,2740,2000,400,900,76,85,8.2,21,13311,84
487,29099,Wentworth Institute of Technology,MA,2,470,380,850,NaN,400,540,390,430,NaN,NaN,1480,1257,452,6,25,2961,572,9850,9850,6050,6050,NaN,NaN,850,920,10,68,15.4,8,17858,64
488,1436,Capitol College,MD,2,460,420,880,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100,90,35,10,52,282,331,8400,8400,2812,2812,NaN,195,300,2134,10,50,12.1,24,7976,52
489,2062,Bowie State University,MD,1,384,357,741,NaN,349,449,349,449,NaN,NaN,1643,882,407,NaN,NaN,2179,1089,2141,4869,4075,2384,1691,673,600,2200,57,NaN,22,5,7848,17
490,2065,College of Notre Dame of Maryland,MD,2,500,470,970,NaN,440,580,410,540,NaN,NaN,457,356,177,35,61,667,1983,11180,11180,5620,NaN,NaN,100,600,700,64,64,11.5,32,7477,75
491,2067,Columbia Union College,MD,2,NaN,NaN,NaN,NaN,360,590,370,490,17,23,1301,957,101,13,34,514,466,9500,9500,3450,1950,1500,260,700,NaN,47,49,13.9,NaN,9431,63
492,2068,Coppin State College,MD,1,393,370,763,18,NaN,NaN,NaN,NaN,NaN,NaN,1478,723,381,NaN,NaN,1863,775,2600,5000,4540,4540,NaN,94,500,700,69,69,16.3,NaN,7160,NaN
493,2072,Frostburg State University,MD,1,476,426,902,NaN,420,530,380,480,NaN,NaN,2916,2167,911,NaN,NaN,4147,449,2431,5428,4390,2280,2110,418,700,950,78,78,17.8,12,5491,54
494,2073,Goucher College,MD,2,572,539,1111,NaN,510,630,470,610,NaN,NaN,1151,813,248,40,64,850,80,15588,15588,6174,4114,2060,100,500,1200,78,90,9.2,34,16623,77
495,2076,Hood College,MD,2,509,485,994,24,440,580,430,540,21,28,699,565,176,36,64,710,399,13960,13960,6040,NaN,NaN,150,450,690,82,88,14.4,34,12434,72
496,2077,Johns Hopkins University,MD,2,686,606,1292,30,660,740,560,660,NaN,NaN,8474,3446,911,75,94,3566,1569,18800,18800,6740,3815,2925,NaN,500,1040,96,97,3.3,38,56233,90
497,2078,Loyola College,MD,2,563,507,1070,NaN,510,620,460,580,NaN,NaN,4076,3137,738,25,54,3010,184,12990,12990,6300,NaN,NaN,190,600,900,86,88,14.7,27,9448,80
498,2083,Morgan State University,MD,1,444,427,871,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5892,3034,1358,20,80,4517,745,1794,4136,4640,NaN,NaN,643,550,NaN,80,80,18.2,36,6867,29
499,2086,Mount Saint Mary's College,MD,2,510,460,970,NaN,440,570,400,510,NaN,NaN,1321,1159,328,15,36,1243,79,12850,12850,6200,3100,3100,NaN,550,900,77,82,12.8,36,8536,80
500,2091,Salisbury State University,MD,1,554,491,1045,22,520,620,440,540,21,24,4216,2290,736,20,52,4296,1027,2328,5130,4690,2190,2500,766,600,1450,73,75,17.9,18,5125,56
501,2092,St. John's College,MD,2,NaN,NaN,NaN,NaN,530,660,580,680,NaN,NaN,323,278,122,31,51,393,4,16150,16150,5450,5450,NaN,200,275,800,63,72,7.2,26,15622,64
502,2095,St. Mary's College of Maryland,MD,1,615,579,1194,NaN,570,670,530,630,NaN,NaN,1340,695,285,42,73,1315,209,4000,6800,4730,4730,NaN,915,675,1250,84,89,11.6,23,10357,63
503,2099,Towson State University,MD,1,516,467,983,NaN,470,560,420,510,NaN,NaN,6151,3837,1215,NaN,NaN,9247,3584,2166,5166,4480,2660,1820,1121,660,1053,76,84,17.6,24,5401,60
504,2101,United States Naval Academy,MD,1,633,538,1171,NaN,610,710,520,610,NaN,NaN,11522,1463,1181,50,85,4125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,54,54,6.8,NaN,40020,94
505,2103,University of Maryland at College Park,MD,1,584,501,1085,NaN,530,640,440,550,NaN,NaN,14292,10315,3409,22,53,19340,3991,2919,8723,5146,2899,2247,561,550,1550,89,92,18.1,12,9021,63
506,2105,University of Maryland at Baltimore County,MD,1,578,505,1083,23,510,640,440,560,NaN,NaN,4269,2594,985,27,57,6476,2592,3338,8594,4408,1930,2478,NaN,494,2768,82,88,18.4,6,7618,55
507,2106,University of Maryland Eastern Shore,MD,1,380,359,739,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1600,1016,508,NaN,NaN,2067,199,2674,7014,3580,2080,1500,NaN,500,NaN,56,60,17.8,NaN,5191,35
508,2107,Villa Julie College,MD,2,484,436,920,NaN,430,530,380,480,NaN,NaN,823,347,237,NaN,52,1055,803,7400,7400,NaN,NaN,NaN,90,600,2910,39,43,10.2,33,5287,72
509,2108,Washington College,MD,2,551,516,1067,NaN,470,590,450,570,NaN,NaN,1209,942,214,31,60,822,46,15276,15276,5318,2372,2946,NaN,500,300,79,86,11.2,37,10830,65
510,2109,Western Maryland College,MD,2,527,484,1011,NaN,450,580,420,550,NaN,NaN,1205,984,278,31,50,1071,98,14510,14510,5340,2430,2910,NaN,500,1400,84,91,12.5,39,10026,60
511,2033,University of Maine at Presque Isle,ME,1,433,388,821,NaN,340,480,340,470,NaN,NaN,461,381,235,10,40,974,503,2700,6600,3630,1904,1726,200,400,1675,67,67,15.2,11,6408,35
512,2036,Bates College,ME,2,640,590,1230,NaN,590,690,540,630,NaN,NaN,3461,1541,577,53,90,1599,NaN,25180,25180,NaN,NaN,NaN,NaN,650,1120,79,90,9.8,40,16444,93
513,2038,Bowdoin College,ME,2,640,580,1220,NaN,570,690,520,620,NaN,NaN,3356,1019,418,76,100,1490,8,19030,19030,5885,2620,3265,325,1495,875,93,96,11.2,52,20447,96
514,2039,Colby College,ME,2,610,560,1170,26,570,600,520,660,25,29,2848,1319,456,58,84,1720,35,18930,18930,5590,2890,2700,900,500,1000,83,94,10.2,41,15954,91
515,2040,University of Maine at Farmington,ME,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1208,803,438,20,48,1906,344,2790,6810,3970,2124,1846,240,450,1647,67,75,15.9,26,5712,59
516,2041,University of Maine at Fort Kent,ME,1,415,383,798,NaN,360,500,350,450,NaN,NaN,225,168,104,5,28,467,174,1968,4800,3395,1675,1720,90,500,NaN,65,71,15,NaN,5632,38
517,2043,Husson College,ME,2,435,383,818,NaN,NaN,NaN,NaN,NaN,NaN,NaN,723,652,361,10,30,951,706,7800,7800,4000,4000,NaN,100,350,1500,36,44,22,4,4923,84
518,2050,University of New England,ME,2,470,430,900,NaN,400,530,370,490,NaN,NaN,1209,750,265,19,54,820,159,11450,11450,5045,5045,NaN,500,900,2500,72,75,11.4,13,9718,64
519,2051,Saint Joseph's College,ME,2,460,420,880,NaN,390,510,370,470,NaN,NaN,833,682,217,12,33,716,2196,9985,9985,5180,NaN,NaN,295,500,800,53,89,27.2,8,4322,85
520,2052,Thomas College,ME,2,460,370,830,NaN,420,550,340,450,NaN,NaN,356,312,139,18,65,388,412,8850,8850,4450,2300,2150,200,600,1000,29,29,21.8,NaN,5001,75
521,2053,University of Maine at Orono,ME,1,525,464,989,NaN,460,580,410,520,NaN,NaN,5260,4589,1741,23,52,7366,1795,3085,7975,4385,4385,NaN,NaN,500,NaN,93,93,14.5,NaN,7379,56
522,2055,University of Maine at Machias,ME,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,441,369,172,17,45,633,317,2700,6600,3680,1830,1850,175,600,400,46,46,15.1,4,5935,64
523,6858,Unity College,ME,2,490,475,965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,456,409,185,NaN,NaN,458,25,8750,9550,4750,2375,2375,425,400,700,45,48,11.4,NaN,6145,44
524,9762,University of Southern Maine,ME,1,504,453,957,NaN,450,550,410,500,NaN,NaN,2335,1933,905,10,39,3556,2917,2880,8160,4219,NaN,NaN,226,500,1530,NaN,77,14.6,17,7391,NaN
525,2234,Adrian College,MI,2,NaN,NaN,NaN,22,NaN,NaN,NaN,NaN,19,25,1428,1097,336,22,50,1036,99,11250,11250,3750,1590,2160,100,400,1165,53,66,12.9,30,8735,54
526,2235,Albion College,MI,2,NaN,NaN,NaN,NaN,520,660,490,600,22,28,1899,1720,489,37,68,1594,32,13868,13868,4826,2426,2400,1042,450,850,89,100,13.7,37,11487,73
527,2236,Alma College,MI,2,NaN,NaN,NaN,26,NaN,NaN,NaN,NaN,23,29,1267,1080,385,44,73,1306,28,12572,12572,4552,2226,2326,297,400,400,79,87,15.3,32,9305,68
528,2238,Andrews University,MI,2,NaN,NaN,NaN,20,NaN,NaN,NaN,NaN,NaN,NaN,1130,704,322,14,23,1586,326,9996,9996,3090,1815,1275,135,900,1320,62,66,11.5,18,10908,46
529,2239,Aquinas College,MI,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18,25,619,516,219,20,51,1251,767,11208,11208,4124,4124,NaN,NaN,350,1615,55,65,12.7,25,6584,65
530,2241,Calvin College,MI,2,567,505,1072,25,490,660,440,590,22,28,1784,1512,913,29,56,3401,136,10230,10230,3710,1570,2140,NaN,400,1210,75,81,14.8,41,7786,81
531,2243,Central Michigan University,MI,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18,23,7304,6263,2539,NaN,NaN,13244,1396,2725,6660,3836,NaN,NaN,250,600,1000,66,72,20.4,6,6965,70
532,2247,Concordia College,MI,2,500,485,985,20,400,560,400,540,18,24,180,171,74,19,39,562,18,10430,10430,2960,NaN,NaN,NaN,400,500,55,55,11.6,6,NaN,84
533,2252,William Tyndale College,MI,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,260,195,139,NaN,NaN,235,307,5519,5519,2400,NaN,2400,255,500,500,85,85,12.9,NaN,8336,16
534,2259,Eastern Michigan University,MI,1,465,431,896,21,355,500,402,551,18,24,6693,5423,2242,NaN,NaN,13142,6421,2482,6360,4031,4031,NaN,233,600,1200,74,86,20.6,9,5955,49
535,2260,Ferris State University,MI,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16,20,8671,5855,3395,NaN,NaN,8996,1901,3412,6911,4171,4171,NaN,NaN,590,1082,38,38,18.2,9,6467,57
536,2268,Grand Valley State University,MI,1,NaN,NaN,NaN,23,NaN,NaN,NaN,NaN,20,25,5165,3887,1561,20,60,8234,2619,2422,6108,3800,3800,NaN,120,500,1000,64,66,20.6,9,5063,57
537,2272,Hillsdale College,MI,2,550,520,1070,24,490,600,470,580,21,26,920,745,347,35,66,1133,42,11090,11090,4700,2600,2100,210,400,750,80,80,12,31,12639,79
538,2273,Hope College,MI,2,NaN,NaN,NaN,NaN,490,660,430,570,22,28,1712,1483,624,37,69,2505,208,12275,12275,4341,1980,2361,84,465,1100,72,81,12.5,40,9284,72
539,2275,Kalamazoo College,MI,2,626,575,1201,27,570,690,520,650,25,30,1224,1101,338,55,84,1218,NaN,16179,16179,5094,2667,2427,70,510,780,75,89,12.4,36,13207,74
540,2279,Lawrence Technological University,MI,2,NaN,NaN,NaN,22,NaN,NaN,NaN,NaN,19,25,867,695,312,28,67,2176,2063,6759,6759,2250,NaN,2250,90,700,NaN,40,59,15.8,NaN,4727,45
541,2282,Madonna University,MI,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18,22,440,391,231,13,27,1367,2662,5040,5040,4152,2074,2078,40,395,1155,54,61,14.7,NaN,5518,57
542,2284,Marygrove College,MI,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,177,125,10,75,602,488,8094,8094,3960,1100,880,48,566,NaN,51,73,10.6,3,5889,23
543,2290,Michigan State University,MI,1,524,461,982,23,450,590,400,520,21,25,18114,15096,6180,23,57,26640,4120,4103,10658,3734,1646,2088,524,504,600,93,95,14,9,10520,71
544,2292,Michigan Technological University,MI,1,620,512,1132,26,550,690,440,580,23,28,2618,2288,1032,42,77,5524,414,3510,8127,3978,1836,2142,126,900,1200,82,82,17,25,7473,65
545,2293,Lake Superior State University,MI,1,NaN,NaN,NaN,20,NaN,NaN,NaN,NaN,NaN,NaN,1406,1169,522,10,28,2432,592,3312,6456,4186,1625,2561,NaN,500,600,47,47,19.9,NaN,4310,51
546,2301,Northern Michigan University,MI,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18,23,4519,3844,1432,NaN,25,6261,1634,2076,3880,3908,NaN,NaN,50,400,1165,59,67,22,20,6886,51
547,2307,Oakland University,MI,1,NaN,NaN,NaN,23,NaN,NaN,NaN,NaN,19,25,3041,2581,1173,16,56,6441,3982,3123,9114,4030,NaN,NaN,230,400,650,88,90,19.7,13,6637,53
548,2308,Olivet College,MI,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,620,565,296,NaN,NaN,766,58,10500,10500,3500,1600,1900,NaN,550,500,53,58,16,NaN,6395,51
549,2314,Saginaw Valley State University,MI,1,NaN,NaN,NaN,20,NaN,NaN,NaN,NaN,NaN,NaN,1549,1349,687,NaN,NaN,3598,2147,2674,5673,3650,3650,NaN,217,550,900,77,82,18.2,10,5391,40
550,2316,Siena Heights College,MI,2,NaN,NaN,NaN,21,NaN,NaN,NaN,NaN,17,22,464,419,183,10,31,686,287,9240,9240,3880,1940,1940,NaN,475,1090,29,49,7.2,17,9431,47
551,2318,Spring Arbor College,MI,2,NaN,NaN,NaN,21,NaN,NaN,NaN,NaN,18,24,372,362,181,15,32,1501,353,8600,8600,3550,1980,1570,106,385,665,48,48,15.4,9,10938,49
552,2323,University of Detroit Mercy,MI,2,498,439,937,21,400,600,370,510,18,25,927,731,415,24,50,2149,2217,11130,11130,3996,1926,2070,100,600,2166,72,79,13.5,14,10891,51
553,2326,University of Michigan at Dearborn,MI,1,NaN,NaN,NaN,24,NaN,NaN,NaN,NaN,21,27,1796,1303,882,37,72,3493,3116,3440,10116,NaN,NaN,NaN,NaN,466,1862,80,83,18,9,6768,63
554,2327,University of Michigan at Flint,MI,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19,24,970,877,551,23,55,3105,2944,2916,9534,NaN,NaN,NaN,80,500,1000,70,74,17.7,2,5955,64
555,2329,Wayne State University,MI,1,NaN,NaN,NaN,21,NaN,NaN,NaN,NaN,17,24,4219,3098,1543,NaN,44,9778,10455,3271,7162,3271,NaN,3271,100,468,NaN,85,88,10.9,NaN,10538,41
556,2330,Western Michigan University,MI,1,NaN,NaN,NaN,23,NaN,NaN,NaN,NaN,20,25,9167,7191,2738,24,53,15739,4278,2785,6940,4100,1675,2425,455,500,1700,80,84,24.7,11,5983,55
557,4673,Baker College of Flint,MI,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1754,1754,1171,NaN,NaN,2805,1342,5760,5960,NaN,NaN,NaN,NaN,600,NaN,11,NaN,38.2,NaN,2589,NaN
558,6771,Center for Creative Studies,MI,2,470,450,NaN,21,430,430,400,500,19,23,601,396,203,1,20,525,323,11230,11230,6643,3843,2800,130,2340,620,8,58,6.8,4,13025,47
559,8759,Northwood University,MI,2,370,450,820,20,NaN,NaN,NaN,NaN,NaN,NaN,1093,998,285,5,25,1650,5180,9450,9450,4385,2600,1785,215,600,NaN,33,33,91.8,NaN,5568,35
560,9092,University of Michigan at Ann Arbor,MI,1,634,543,1177,27,580,700,490,600,25,30,19152,12940,4893,66,92,22045,1339,5040,15732,4659,NaN,NaN,175,476,1600,90,98,11.5,26,14847,87
561,2334,Augsburg College,MN,2,580,460,1040,22,400,530,350,470,18,23,662,513,257,12,30,2074,726,11902,11902,4372,4372,NaN,112,540,950,65,65,12.8,31,7836,58
562,2336,Bemidji State University,MN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18,23,1208,877,546,12,36,3796,824,2133,4425,2700,2700,NaN,382,660,1800,57,62,19.6,16,3752,46
563,2340,Carleton College,MN,2,NaN,NaN,NaN,NaN,610,710,560,670,27,31,2694,1579,489,75,93,1870,12,19292,19292,3957,1623,2334,126,550,550,81,93,10.4,60,17960,91
564,2341,College of Saint Benedict,MN,2,526,484,1010,23,430,610,420,550,21,26,938,864,511,29,62,1715,103,12247,12247,4221,1971,2250,88,500,600,70,88,13.1,26,8847,72
565,2342,College of Saint Catherine,MN,2,469,482,951,22,420,550,420,550,20,25,511,411,186,23,51,1692,562,12224,12224,4440,2290,2150,220,450,1000,63,87,11.5,32,7315,77
566,2343,College of St. Scholastica,MN,2,487,443,930,23,NaN,NaN,NaN,NaN,20,25,672,596,278,29,60,1350,275,11844,11844,3696,NaN,NaN,75,450,1146,54,76,11.6,33,8996,72
567,2345,University of St. Thomas,MN,2,530,464,994,23,470,590,400,530,20,26,2057,1807,828,26,53,4106,982,11712,11712,4037,1716,2321,36,500,800,80,80,13.8,13,8546,89
568,2346,Concordia College-Moorhead,MN,2,541,490,910,24,NaN,NaN,NaN,NaN,NaN,NaN,2007,1808,829,30,61,2917,82,10110,10110,3165,1760,1405,100,450,800,NaN,69,13.4,46,8129,69
569,2347,Concordia College at St. Paul,MN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17,23,281,266,139,13,29,1049,181,10500,10500,3750,NaN,NaN,NaN,450,950,69,75,12.8,18,6955,45
570,2353,Gustavus Adolphus College,MN,2,585,520,1105,25,520,660,450,590,22,28,1709,1385,634,36,72,2281,50,14125,14125,3600,3600,NaN,35,400,700,79,89,12.5,58,9907,80
571,2354,Hamline University,MN,2,575,535,1110,25,520,620,460,610,22,28,1006,825,328,34,73,1362,102,13252,13252,4194,2026,2168,156,450,550,89,93,13,33,10296,65
572,2358,Macalester College,MN,2,NaN,NaN,NaN,NaN,560,690,560,660,27,31,2939,1496,452,56,86,1723,113,15909,15909,4772,2480,2292,101,500,700,85,91,11.9,37,14213,77
573,2360,Mankato State University,MN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17,24,3073,2672,1547,9,29,9649,1792,2600,4300,2643,2643,NaN,300,450,1660,57,68,19,11,5801,68
574,2367,Moorhead State University,MN,1,NaN,NaN,NaN,22,NaN,NaN,NaN,NaN,NaN,NaN,2442,2164,1189,12,37,5983,1075,2134,4426,2664,2664,NaN,279,600,1000,76,81,18.1,19,4795,60
575,2371,Northwestern College,MN,2,488,456,944,22,410,590,420,530,19,25,699,601,352,17,43,1209,33,11328,11328,3003,1095,1908,NaN,400,1885,45,45,14.5,16,9672,NaN
576,2375,Southwest State University,MN,1,NaN,NaN,NaN,20,NaN,NaN,NaN,NaN,18,22,1047,938,511,13,33,2091,546,2285,4285,2750,2750,NaN,365,600,1800,58,75,16.5,31,6591,51
577,2377,Saint Cloud State University,MN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18,23,3971,3306,1921,10,34,11493,2206,2270,4259,2625,1704,921,255,350,1884,70,75,18.9,10,4629,58
578,2379,Saint John's University,MN,2,555,465,1020,24,500,620,410,520,21,26,933,800,444,18,45,1691,72,12247,12247,4081,2160,1921,88,500,600,76,85,12,38,9853,70
579,2380,Saint Mary's College of Minnesota,MN,2,NaN,NaN,NaN,21,NaN,NaN,NaN,NaN,18,24,876,802,367,14,35,1263,118,10800,10800,3600,1700,1900,100,400,820,68,74,18.8,19,5081,78
580,2382,Saint Olaf College,MN,2,580,520,1100,26,520,650,460,590,23,28,2248,1673,745,38,73,2888,105,14350,14350,3750,2050,1700,NaN,550,550,82,88,10,31,12502,83
581,2388,University of Minnesota at Duluth,MN,1,NaN,NaN,NaN,22,NaN,NaN,NaN,NaN,20,24,4192,3126,1656,15,45,5887,1254,2994,8828,3474,NaN,NaN,310,753,2610,79,91,19,11,6393,53
582,2389,University of Minnesota at Morris,MN,1,650,550,1200,26,550,750,450,650,23,29,1458,874,588,56,86,1846,154,3330,9843,3180,1365,1755,315,600,1500,74,78,14.6,16,6716,51
583,2394,Winona State University,MN,1,490,460,950,22,430,575,400,550,21,26,3325,2047,1301,20,45,5800,872,2200,4200,2700,2700,NaN,400,300,1200,53,60,20.2,18,5318,58
584,3969,University of Minnesota Twin Cities,MN,1,568,484,1052,23,500,650,420,550,20,26,11054,6397,3524,26,55,16502,21836,3171,8949,3744,1498,2246,414,714,2910,88,90,12.2,37,16122,45
585,9058,Bethel College,MN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,856,698,310,NaN,NaN,1617,102,11050,11050,4000,1780,2220,NaN,NaN,NaN,60,68,12.1,13,10324,68
586,2449,Avila College,MO,2,450,450,900,22,370,560,360,530,19,26,373,298,86,14,43,651,490,8950,8950,3800,3800,NaN,80,500,NaN,57,63,10.6,20,6639,54
587,2453,Central Methodist College,MO,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18,23,633,504,210,11,32,920,148,7780,7780,3370,1820,1550,270,600,1300,50,44,15.1,NaN,6850,49
588,2454,Central Missouri State University,MO,1,NaN,NaN,NaN,21,NaN,NaN,NaN,NaN,18,22,4681,4101,1436,10,35,8094,1596,2310,4620,3288,1210,2078,NaN,300,2250,69,80,19.7,4,5501,50
